BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,InitialApprovalAmount,LoanStatus,DateApproved,LoanNumber,NAICSCode,ServicingLenderName,OriginatingLender
BLUELINE CONSTRUCTION INC,26 STORYTELLER CT,SANDIA PARK,NM,237126.77,Paid in Full,04/11/2020,2986747107,237110,Century Bank,Century Bank
TESTA HECK TESTA & WHITE P.A.,424 W LANDIS AVENUE,VINELAND,NJ,236100.0,Paid in Full,04/28/2020,7904057210,541110,Century Savings Bank,Century Savings Bank
SANDERS ENGINEERING AND ANALYTICAL SERVICES INC,2255 Schillinger Rd N,MOBILE,AL,235994.0,Paid in Full,04/27/2020,5909767200,541330,Century Bank,Century Bank
"YOUNGFIELD HOMES, INC",22260 DODD BLVD,LAKEVILLE,MN,235900.0,Paid in Full,04/08/2020,7853887004,236115,21st Century Bank,21st Century Bank
JALA CONTRACTING CO.,20520 Polk St NE,Cedar,MN,235600.0,Paid in Full,01/17/2021,1416158303,722511,21st Century Bank,21st Century Bank
BURKETT STUCO INC.,2804 W Lutz Lake Fern Rd,Lutz,FL,235374.3,Paid in Full,02/12/2021,7531808409,238140,Century Bank of Florida,Century Bank of Florida
"KRYPTON PEST CONTROL, CO.",2215 W 78TH ST,HIALEAH,FL,235322.0,Paid in Full,04/27/2020,6110917201,561710,U.S. Century Bank,U.S. Century Bank
ADVANCED CONTRACTORS & ROOFING A/C LLC,10951 46TH ST,MIAMI,FL,235250.0,Charged Off,06/02/2020,6763497802,236220,U.S. Century Bank,U.S. Century Bank
"PLUMBING BY FISHER, INC.",9875 kill creek rd,De soto,KS,234470.0,Paid in Full,04/10/2020,2280607109,238220,TriCentury Bank,TriCentury Bank
BATSON & BROWN INC,11267 Old 63 South,LUCEDALE,MS,234442.5,Paid in Full,04/15/2020,1229667203,541611,Century Bank,Century Bank
BATSON & BROWN INC.,11267 Old 63 S,Lucedale,MS,234442.5,Paid in Full,03/17/2021,3750538609,541330,Century Bank,Century Bank
"PRO-FORM MARKETING GROUP, INC",7311 NW 61ST STREET,MIAMI,FL,233840.0,Charged Off,06/02/2020,6827317805,541810,U.S. Century Bank,U.S. Century Bank
"TOM MANNING AND ASSOCIATES, INC.",200 JAY ST,COLDWATER,MI,233600.0,Paid in Full,04/04/2020,4759367001,541613,Century Bank and Trust,Century Bank and Trust
FAMILY EYE CARE,111 Fieldstone Dr Ste 100,Milledgeville,GA,233360.0,Paid in Full,04/10/2020,1553297103,621111,Century Bank & Trust,Century Bank & Trust
EL MEZQUITE MARKET ENTERPRISES LLC,100 98th St NW,ALBUQUERQUE,NM,233263.05,Paid in Full,04/10/2020,1543697101,445299,Century Bank,Century Bank
"BRECO, INC.",537 IRVING AVE,MILLVILLE,NJ,232700.0,Paid in Full,04/16/2020,2873837201,423440,Century Savings Bank,Century Savings Bank
"BURY COMPANIES, INC.",9901  73RD ST NE,MONTICELLO,MN,232000.0,Paid in Full,04/11/2020,2897677108,332312,21st Century Bank,21st Century Bank
SURFSIDE IQF CUSTOM PACKING LLC,724 Orange St,Millville,NJ,231769.0,Paid in Full,02/24/2021,3659208505,311710,Century Savings Bank,Century Savings Bank
CHILDRE NISSAN INC.,126 Roberson Mill Rd NE,Milledgeville,GA,231567.5,Paid in Full,04/11/2020,2869167100,441110,Century Bank & Trust,Century Bank & Trust
PRO CONCRETE AND MASONRY LLC,2906 Vine Rd,Vineland,NJ,231215.0,Paid in Full,01/19/2021,1798748308,238140,Century Savings Bank,Century Savings Bank
PRO CONCRETE AND MASONRY LLC,2906 VINE RD,VINELAND,NJ,231200.0,Paid in Full,04/27/2020,3937807208,238140,Century Savings Bank,Century Savings Bank
"ARIEL INDUSTRIES, INC.",1980 E. Lohman Ave.,LAS CRUCES,NM,230927.0,Paid in Full,04/08/2020,8351837005,541512,Century Bank,Century Bank
DYN-BOYS LLC,4387 Route 130 S,Burlington,NJ,230744.0,Paid in Full,01/27/2021,6772958306,722511,Century Savings Bank,Century Savings Bank
"POLYSURVEYING OF MOBILE, INC",5588 Jackson Rd,MOBILE,AL,230702.5,Paid in Full,04/10/2020,2217057107,541370,Century Bank,Century Bank
SAFETY COUNSELLING INC.,3207 Matthew Ave NE,Albuquerque,NM,230657.5,Paid in Full,01/22/2021,3717218300,541690,Century Bank,Century Bank
CARIBBEAN VENTURES INC.,7200 SW 8th St,Miami,FL,230594.0,Paid in Full,03/17/2021,3450918603,722511,U.S. Century Bank,U.S. Century Bank
"GONZALEZ WESTLAND JEWELERS, INC.",6750 Main Street,MIAMI LAKES,FL,230310.0,Paid in Full,04/12/2020,3699927104,448310,U.S. Century Bank,U.S. Century Bank
MUSEUM EDITIONS LTD.,32 Relyea Pl,New Rochelle,NY,230052.5,Paid in Full,02/02/2021,1672978410,453920,U.S. Century Bank,U.S. Century Bank
"PALMETTE FITNESS, LLC",101 14TH ST NE,BUFFALO,MN,229600.0,Paid in Full,04/07/2020,6800467009,713940,21st Century Bank,21st Century Bank
CHILDRE CHEVROLET BUICK GMC TRUCK LLC,2710 N Columbia St,Milledgeville,GA,229427.5,Paid in Full,04/10/2020,1548657110,441110,Century Bank & Trust,Century Bank & Trust
CHILDRE CHEVROLET-BUICK-GMC TRUCK LLC,2710 N Columbia St,Milledgeville,GA,229427.0,Paid in Full,02/24/2021,3747988505,441110,Century Bank & Trust,Century Bank & Trust
"CINFRANKY, LLC",2420 COMANCHE RD NE Suite D2,ALBUQUERQUE,NM,229427.0,Paid in Full,04/12/2020,3853857106,311920,Century Bank,Century Bank
UNITECH BUILDERS CORP.,16115 117TH AVE,MIAMI,FL,228750.0,Paid in Full,04/27/2020,4199277206,236220,U.S. Century Bank,U.S. Century Bank
"PALMETTE FITNESS, LLC",101 14th St NE,Buffalo,MN,228700.0,Paid in Full,01/19/2021,1608708307,713940,21st Century Bank,21st Century Bank
ASPHALT PAVING CORPORATION,378 Elmwood Avenue,Malaga,NJ,228596.0,Paid in Full,01/21/2021,2687948300,237310,Century Savings Bank,Century Savings Bank
ASPHALT PAVING CORPORATION,378 ELMWOOD AVE,MALAGA,NJ,228500.0,Paid in Full,04/11/2020,3200137105,237310,Century Savings Bank,Century Savings Bank
HUB HOLIDAY LLC,6553 US HIGHWAY 49,HATTIESBURG,MS,228296.63,Paid in Full,02/24/2021,3553228502,721110,Century Next Bank,Century Next Bank
"ANDREW J. WAHL, D.D.S., P.A.",850 COUNTY ROAD D,SAINT PAUL,MN,228200.0,Paid in Full,04/15/2020,9504087110,621210,21st Century Bank,21st Century Bank
ST MICHAEL DAYCARE INC,4123 OAKWOOD PKWY,SAINT MICHAEL,MN,228100.0,Paid in Full,04/07/2020,6654737008,624410,21st Century Bank,21st Century Bank
YUKA CLOTHING INC,1815 NE 144th St,North Miami,FL,227500.0,Paid in Full,01/27/2021,6867148302,423990,U.S. Century Bank,U.S. Century Bank
EL DORAL LLC,6015 Garfield St,Hollywood,FL,227457.93,Paid in Full,03/25/2021,8628648606,722511,U.S. Century Bank,U.S. Century Bank
"PAJARITO GROUP, LLC",614 Trinity Dr,Los Alamos,NM,226845.0,Paid in Full,02/05/2021,3842658400,722511,Century Bank,Century Bank
KBF DESIGN GALLERY,807 Dorsey Street,GAINESVILLE,GA,226699.16,Paid in Full,04/28/2020,1734387301,236118,First Century Bank National Association,First Century Bank National Association
"SAFETY COUNSELLING, INC.",3207 Matthew NE,ALBUQUERQUE,NM,226624.0,Paid in Full,04/10/2020,1788947102,531120,Century Bank,Century Bank
PRO MFORM MARKETING GROUP INC,5213 NW 74th Ave,Miami,FL,226470.0,Paid in Full,01/31/2021,9865718307,541613,U.S. Century Bank,U.S. Century Bank
ANCHORBUILT INC,104 Sin Nombre Ct NE,ALBUQUERQUE,NM,226393.27,Paid in Full,04/29/2020,4379007301,236210,Century Bank,Century Bank
FWC MANAGEMENT INC.,1437  NW 13 TERRACE,MIAMI,FL,226277.0,Paid in Full,08/06/2020,4699268206,541611,U.S. Century Bank,U.S. Century Bank
THE FAMILY YMCA,1450 Iris St,Los Alamos,NM,225835.0,Paid in Full,02/18/2021,1145658504,813319,Century Bank,Century Bank
GIRLS INCORPORATED OF SANTA FE INC.,301 Hillside Ave,Santa Fe,NM,225792.0,Paid in Full,02/06/2021,4534318406,624110,Century Bank,Century Bank
"TEVELDE COMPUTERS, INC",11 W CHICAGO ST,COLDWATER,MI,225200.0,Paid in Full,04/06/2020,5956717003,541511,Century Bank and Trust,Century Bank and Trust
"CHOUCROUTE, LLC",162 FIFTH AVE,BROOKLYN,NY,225000.0,Paid in Full,04/30/2020,7958867310,722511,U.S. Century Bank,U.S. Century Bank
"ANZELONE ELECTRIC COMPANY, LLC",37 Stagecoach Rd,Cape May Court House,NJ,224200.0,Paid in Full,04/27/2020,3629097207,238210,Century Savings Bank,Century Savings Bank
ANZELONE ELECTRIC COMPANY LLC,37 Stagecoach Rd,Cape May Court House,NJ,224200.0,Paid in Full,01/28/2021,7205028307,238210,Century Savings Bank,Century Savings Bank
AVANTEK CAPITAL L.L.C.,8720 W  35W SERVICE DR NE,MINNEAPOLIS,MN,223700.0,Paid in Full,04/04/2020,4638127003,313320,21st Century Bank,21st Century Bank
GROSMAN AND MARRANZINI P A,4401 S Flamingo Rd Ste 109,Davie,FL,223461.97,Paid in Full,01/30/2021,8987688304,621210,U.S. Century Bank,U.S. Century Bank
CUMBERLAND CHRISTIAN SCHOOL INC.,1100 W Sherman Ave,Vineland,NJ,223232.0,Paid in Full,02/24/2021,3530288506,611110,Century Savings Bank,Century Savings Bank
TE VELDE COMPUTERS INC,11 W Chicago St,Coldwater,MI,222465.0,Paid in Full,01/28/2021,7849618302,541519,Century Bank and Trust,Century Bank and Trust
PELICAN'S WEST OF ALBUQUERQUE INC.,10022 Coors Blvd NW,Albuquerque,NM,222078.5,Paid in Full,01/23/2021,5000018301,722511,Century Bank,Century Bank
NEW MEXICO PHILHARMONIC INC.,3035 Menaul Blvd NE Ste 2,Albuquerque,NM,221622.5,Paid in Full,01/23/2021,4240708301,711130,Century Bank,Century Bank
ONEPAY HR LLC,2009 EUBANK BLVD,ALBUQUERQUE,NM,220821.5,Paid in Full,04/29/2020,3239627303,541214,Century Bank,Century Bank
YUKA CLOTHING INC,1815 NE 144 ST,NORTH MIAMI,FL,220725.0,Paid in Full,05/15/2020,6717537408,448150,U.S. Century Bank,U.S. Century Bank
MORNING STAR CATHOLIC SCHOOL TAMPA INC,210 E. Linebaugh Avenue,TAMPA,FL,220721.0,Paid in Full,04/10/2020,1903547107,813211,Century Bank of Florida,Century Bank of Florida
"CARL MEHAFFEY NURSERY, L.L.C.",226 PECKS CORNER COHANSEY RD,BRIDGETON,NJ,220000.0,Paid in Full,04/04/2020,4954477005,111421,Century Savings Bank,Century Savings Bank
BATES DENTAL CARE LTD,2575 Hamline Ave N Ste F,Saint Paul,MN,219600.0,Paid in Full,02/10/2021,6622748405,621210,21st Century Bank,21st Century Bank
BATES DENTAL CARE LTD,2575 HAMLINE AVE N Ste F,SAINT PAUL,MN,219600.0,Paid in Full,04/06/2020,6287167000,621210,21st Century Bank,21st Century Bank
ELMOSQUITO LLC,3462 Zafarano Dr,Santa Fe,NM,219285.0,Paid in Full,05/18/2021,3578139001,722511,Century Bank,Century Bank
"GIRLS INCORPORATED OF SANTA FE, INC.",301 Hillside Ave.,SANTA FE,NM,219000.0,Paid in Full,04/09/2020,9860347003,611710,Century Bank,Century Bank
PENDULUM LLC,4600B Montgomery Blvd STE B204,ALBUQUERQUE,NM,218875.0,Paid in Full,04/29/2020,2826377300,541511,Century Bank,Century Bank
JD RESTORATION FL INC,10501 ORANGE AVE,ORLANDO,FL,218635.0,Paid in Full,04/27/2020,4815337205,236220,U.S. Century Bank,U.S. Century Bank
"CLINICAL TRIALS OF AMERICA, LLC",2509 BROADMOOR BLVD SUITE B,MONROE,LA,218602.0,Paid in Full,04/09/2020,9471687007,541714,Century Next Bank,Century Next Bank
LEAMINGTON CO.,215 11TH ST S,MINNEAPOLIS,MN,218600.0,Paid in Full,04/15/2020,1474687202,812930,21st Century Bank,21st Century Bank
"ACEVEDO MEDICAL CARE GROUP, INC.",2400 NW 54TH ST,MIAMI,FL,218172.5,Paid in Full,04/14/2020,7891117106,621111,U.S. Century Bank,U.S. Century Bank
"MICHAEL J. ROSCHER, D.D..A., P.A.",1590 HASTINGS AVE,NEWPORT,MN,218000.0,Paid in Full,04/27/2020,5468477200,621210,21st Century Bank,21st Century Bank
SWICK BROADCASTING CORPORATION,330 INTERTECH PKWY,ANGOLA,IN,218000.0,Paid in Full,04/04/2020,4719137008,515112,Century Bank and Trust,Century Bank and Trust
"MERIGHI'S SAVOY INN, INC.",4940 Landis Ave,Vineland,NJ,217899.0,Paid in Full,01/19/2021,1618968308,722511,Century Savings Bank,Century Savings Bank
"BRITTON AIR, INC.",14452 N. Nebraska Avenue,TAMPA,FL,217120.0,Paid in Full,04/06/2020,6299387004,238220,Century Bank of Florida,Century Bank of Florida
ST MICHAEL DAYCARE INC,4123 Oakwood Pkwy,Saint Michael,MN,217100.0,Paid in Full,01/17/2021,1508558302,624410,21st Century Bank,21st Century Bank
LAUFSED LLC,807 Dorsey Street,GAINESVILLE,GA,217093.45,Paid in Full,04/28/2020,1874717306,541330,First Century Bank National Association,First Century Bank National Association
LAUFSED LLC,4601 5th St Ste 2,Long Island City,NY,217093.44,Paid in Full,01/19/2021,1617138304,541330,First Century Bank National Association,First Century Bank National Association
AGUAMARINA GALERIA INC.,7515 SW 61st Ave,South Miami,FL,217077.5,Paid in Full,04/15/2021,4063128803,812990,U.S. Century Bank,U.S. Century Bank
"SYBARITIC, INC",9220 JAMES AVE S,MINNEAPOLIS,MN,216600.0,Paid in Full,04/04/2020,4731117005,423910,21st Century Bank,21st Century Bank
THE FIRST BAPTIST OF RUSTON LOUISIANA,200 South Trenton,Ruston,LA,215930.0,Paid in Full,04/14/2020,6883027109,813110,Century Next Bank,Century Next Bank
BLUELINE CONSTRUCTION INC.,26 Storyteller Ct,Sandia Park,NM,215745.0,Paid in Full,02/10/2021,6409258401,237110,Century Bank,Century Bank
PRO-TECH AIR CONDITIONING & HEATING INC,3933 San Felipe Rd,SANTA FE,NM,215370.4,Paid in Full,04/29/2020,4523227303,238220,Century Bank,Century Bank
"RESOURCES FOR INDEPENDENT LIVING, INC.",351 HIGH ST SUITE 103,BURLINGTON,NJ,214000.0,Paid in Full,04/11/2020,3412347100,624190,Century Savings Bank,Century Savings Bank
LEAMINGTON CO.,215 S 11th St,Minneapolis,MN,212600.0,Paid in Full,03/18/2021,4459938610,812930,21st Century Bank,21st Century Bank
"OMEGA ASSOCIATION MANAGEMENT, INC.",807 Dorsey Street,GAINESVILLE,GA,212314.0,Paid in Full,04/14/2020,7885497108,531311,First Century Bank National Association,First Century Bank National Association
NATIONAL COMMITTEE FOR FURTHERANCE OF JEWISH EDUCATION,824 Eastern Pkwy,Brooklyn,NY,212305.0,Paid in Full,03/17/2021,4014798602,813110,U.S. Century Bank,U.S. Century Bank
EL FLORIDITA RESTAURANT CORP,8399 SW 40 Street,MIAMI,FL,212220.0,Paid in Full,04/15/2020,9776227108,722511,U.S. Century Bank,U.S. Century Bank
ONE MORE TIME LLC,10551 MONTGOMERY BLVD,ALBUQUERQUE,NM,212099.11,Paid in Full,04/10/2020,2108007104,722511,Century Bank,Century Bank
"BURKETT STUCCO, INC.",2804 W. Lutz Lake Fern Road,LUTZ,FL,211888.0,Paid in Full,04/10/2020,1365367103,238140,Century Bank of Florida,Century Bank of Florida
KEJZMAN HOSPITALITY LLC,3071 E Chestnut Ave Ste C8,Vineland,NJ,211823.0,Paid in Full,01/19/2021,1812258300,721110,Century Savings Bank,Century Savings Bank
BRITTON AIR INC.,14452 N Nebraska Ave,Tampa,FL,211785.0,Paid in Full,01/27/2021,6598458302,238220,Century Bank of Florida,Century Bank of Florida
MARISCOS LA PLAYA INC.,537 W Cordova Rd,Santa Fe,NM,211634.0,Paid in Full,03/20/2021,5071278600,722511,Century Bank,Century Bank
SUNTYX LLC,11550 Interchange Cir N,Miramar,FL,211159.5,Paid in Full,02/13/2021,8160288402,423210,U.S. Century Bank,U.S. Century Bank
PBD INC,675 Harkle Rd,SANTA FE,NM,211150.0,Paid in Full,04/29/2020,4433057307,423940,Century Bank,Century Bank
PBD INC.,675 Harkle Rd,Santa Fe,NM,211150.0,Paid in Full,03/13/2021,1366138603,423940,Century Bank,Century Bank
"RUKA, INC.",MENAUL BLVD,ALBUQUERQUE,NM,211062.0,Paid in Full,04/11/2020,3451817102,722511,Century Bank,Century Bank
AKME COVER COMPANY,320 N Behnke Rd,Coldwater,MI,211000.0,Paid in Full,01/17/2021,1532128302,339999,Century Bank and Trust,Century Bank and Trust
AKME COVER COMPANY,320 N BEHNKE RD,COLDWATER,MI,211000.0,Paid in Full,04/04/2020,4649847002,339999,Century Bank and Trust,Century Bank and Trust
WELL PHARMA MEDICAL RESEARCH CORP,7000 SW 97th Ave Ste 210,Miami,FL,210999.7,Paid in Full,01/27/2021,6627188304,621111,U.S. Century Bank,U.S. Century Bank
FAMILY EYE CARE ASSOCIATES OF MILLEDGEVILLE P.C.,111 Fieldstone Dr Ste 100,Milledgeville,GA,210996.0,Paid in Full,01/21/2021,2710358310,621111,Century Bank & Trust,Century Bank & Trust
BIG BROTHERS BIG SISTERS MOUNTAIN REGION,1229 S SAINT FRANCIS DR,SANTA FE,NM,210852.5,Paid in Full,04/11/2020,3145037106,813410,Century Bank,Century Bank
PESKARA LLC,15235 SW 137th Ave,Miami,FL,210657.79,Paid in Full,04/03/2021,6265938709,722511,U.S. Century Bank,U.S. Century Bank
3904 LLC,3904 Rodeo Rd,Santa Fe,NM,210654.0,Paid in Full,02/17/2021,9686178403,722511,Century Bank,Century Bank
"GILLEY'S HEATING & COOLING, LLC",2100 Cypress St,West Monroe,LA,210618.27,Paid in Full,04/29/2020,4350087310,333415,Century Next Bank,Century Next Bank
SANTO NINO REGIONAL CATHOLIC SCHOOL,23 College Ave,SANTA FE,NM,209156.62,Paid in Full,04/29/2020,2140487304,611110,Century Bank,Century Bank
S & F CONSTRUCTION INC,402 Saint Peters Rd,Choudrant,LA,208987.5,Paid in Full,01/16/2021,1140468300,237120,Century Next Bank,Century Next Bank
HALF MOON EMPANADAS 2011 LLC,5201 NE 5 Avenue,MIAMI,FL,208982.5,Paid in Full,04/15/2020,2079647206,722513,U.S. Century Bank,U.S. Century Bank
GLOBAL RESORTS GROUP CORP,1615 W Okeechobee Rd,Hialeah,FL,208785.5,Paid in Full,01/27/2021,6691058305,721110,U.S. Century Bank,U.S. Century Bank
EQUITY CONSTRUCTION OF MONROE INC,3104 Breard St,Monroe,LA,208676.14,Paid in Full,01/20/2021,2201738308,236117,Century Next Bank,Century Next Bank
EQUITY CONSTRUCTION OF MONROE INC,3104 BREARD STREET,MONROE,LA,208676.14,Paid in Full,04/09/2020,9117917001,236210,Century Next Bank,Century Next Bank
MIAMI NEW DRAMA INC,1040 LINCOLN RD,MIAMI BEACH,FL,208462.5,Paid in Full,04/13/2020,4621467102,711110,U.S. Century Bank,U.S. Century Bank
WELL PHARMA MEDICAL RESEARCH CORP.,7000 SW 97TH AVE STE 210,MIAMI,FL,208460.87,Paid in Full,04/13/2020,4408757107,621511,U.S. Century Bank,U.S. Century Bank
"EXECUTIVE PALACE HOTEL, INC.",2125 W Okeechobee Rd,Hialeah,FL,208127.5,Paid in Full,01/27/2021,7002158300,721110,U.S. Century Bank,U.S. Century Bank
PENDULUM LLC,4600 Montgomery Blvd NE Ste B204,Albuquerque,NM,208052.0,Paid in Full,03/13/2021,1596878608,541618,Century Bank,Century Bank
SOUND ADVICE & VIDEO LLC,336 96TH ST,STONE HARBOR,NJ,207900.0,Paid in Full,04/28/2020,7289717204,238210,Century Savings Bank,Century Savings Bank
"A QUALITY HOME HEALTH 4U, INC.",3200 BAILEY LN,NAPLES,FL,207457.0,Paid in Full,04/28/2020,1709387310,621610,U.S. Century Bank,U.S. Century Bank
"NORTHSIDE PROPANE, INC.",17602 N. US Hyw 41,LUTZ,FL,207090.0,Paid in Full,04/07/2020,7161797000,424710,Century Bank of Florida,Century Bank of Florida
PETERSON CONSULTING GROUP INC,2385 GOLF DR,Woodbury,MN,207000.0,Paid in Full,04/28/2020,6616597209,541618,21st Century Bank,21st Century Bank
"JESKE ELECTRIC, INC.",4124 MACKENZIE CT NE,SAINT MICHAEL,MN,206900.0,Paid in Full,04/06/2020,5709947005,238210,21st Century Bank,21st Century Bank
UNIFORMS UNLIMITED INC.,4851 Old Shell Rd,Mobile,AL,206650.6,Paid in Full,01/21/2021,3094088301,448190,Century Bank,Century Bank
RAUSCH ADVISORY SERVICES LLC,5825 Glenridge Dr Ste 1-212,Atlanta,GA,206338.48,Paid in Full,01/22/2021,3567408302,541611,First Century Bank National Association,First Century Bank National Association
RAUSCH ADVISORY SERVICES LLC,807 Dorsey Street,GAINESVILLE,GA,206338.47,Paid in Full,04/29/2020,2305227306,541611,First Century Bank National Association,First Century Bank National Association
"ALBERTVILLE BODY SHOP, INC.",5890 MAIN AVE PO Box 85,ALBERTVILLE,MN,206100.0,Paid in Full,04/04/2020,4952917002,811121,21st Century Bank,21st Century Bank
"MECHANISMS, INC.",102 N Texas St,Crossett,AR,205507.5,Paid in Full,04/28/2020,8159577206,332710,Century Next Bank,Century Next Bank
TIMOTHY M. BRANDON ARCHITECT APC,103 Cypress St,West Monroe,LA,205476.85,Paid in Full,02/10/2021,6622778403,541310,Century Next Bank,Century Next Bank
EL FLORIDITA LOBSTER INC,2411 147TH AVE,MIAMI,FL,205215.0,Paid in Full,04/27/2020,3824717209,722511,U.S. Century Bank,U.S. Century Bank
"MEDICAL TECHNOLOGY OF LOUISIANA, LLC",2401 Ferrand St,Monroe,LA,205170.0,Paid in Full,04/09/2020,9517777006,339112,Century Next Bank,Century Next Bank
GCT ROUTE LLC,1568 82ND AVE,DORAL,FL,205000.0,Paid in Full,04/28/2020,8662817203,488490,U.S. Century Bank,U.S. Century Bank
"SUNTYX, LLC",11550 INTERCHANGE CIR,MIRAMAR,FL,204900.0,Paid in Full,04/27/2020,5600877200,423210,U.S. Century Bank,U.S. Century Bank
MECHANISMS INC,102 N Texas St,Crossett,AR,204680.0,Paid in Full,02/06/2021,4573018402,334519,Century Next Bank,Century Next Bank
LC UNIVERSITY LLC,456 E University Ave,LAS CRUCES,NM,204615.0,Paid in Full,04/10/2020,2197097110,721110,Century Bank,Century Bank
BARRETTA PLUMBING INC.,1784 PINE AVE,VINELAND,NJ,204600.0,Paid in Full,04/04/2020,4905017000,238220,Century Savings Bank,Century Savings Bank
"MCNAB & MCNAB 'V', INC",5001 20th street,VERO BEACH,FL,204547.5,Paid in Full,04/15/2020,9904787107,722511,Century Bank,Century Bank
NORTHSIDE PROPANE INC.,17602 N US Highway 41,Lutz,FL,204055.0,Paid in Full,02/18/2021,1409138506,424710,Century Bank of Florida,Century Bank of Florida
SOUND ADVICE & VIDEO LLC,336 96th St,Stone Harbor,NJ,203988.37,Paid in Full,01/16/2021,1317828308,238210,Century Savings Bank,Century Savings Bank
EMC WINDOWS AND DOOR LLC,3695 NW 74th St,Miami,FL,203840.0,Paid in Full,05/12/2021,9206948901,811122,U.S. Century Bank,U.S. Century Bank
SYBARITIC INC.,9220 James Ave S,Bloomington,MN,203700.0,Paid in Full,01/20/2021,2444478307,423910,21st Century Bank,21st Century Bank
CUBE CARE CO.,6043 NW 167th St Ste A23,Hialeah,FL,203296.12,Paid in Full,04/17/2021,5277898800,314999,U.S. Century Bank,U.S. Century Bank
DOUBLE C CONTRACTORS INC,2479 Highway 133 N,Hamburg,AR,203030.0,Paid in Full,03/25/2021,8772038605,238110,Century Next Bank,Century Next Bank
"PRESTIGE GC, INC",1659 19TH ST,MIAMI,FL,202840.0,Paid in Full,06/03/2020,7171197807,236220,U.S. Century Bank,U.S. Century Bank
RWS AND ASSOC. LLC,305 W CHICAGO RD,COLDWATER,MI,202700.0,Paid in Full,04/08/2020,8204917005,238990,Century Bank and Trust,Century Bank and Trust
HOWARD J GELB MD PA,9980 Central Park Blvd N Ste 222,Boca Raton,FL,202615.0,Paid in Full,03/30/2021,3046308704,621111,U.S. Century Bank,U.S. Century Bank
L&P BUILDING SUPPLY OF ALBUQUERQUE INC,101 INDUSTRIAL AVE,ALBUQUERQUE,NM,202507.0,Paid in Full,04/11/2020,3305847102,423320,Century Bank,Century Bank
"BENNING, INC.",1700  99TH LN NE,MINNEAPOLIS,MN,202459.0,Paid in Full,04/06/2020,5659767000,332710,21st Century Bank,21st Century Bank
LA ESTRELLA DE ORO JOYERIA #3 INC.,5000 W 12 Ave,HIALEAH,FL,202400.0,Paid in Full,04/14/2020,6233237100,448310,U.S. Century Bank,U.S. Century Bank
GREENSTEIN AND SELLERS P.L.L.C.,825 Nicollet Mall Ste 1648,MINNEAPOLIS,MN,202000.0,Paid in Full,04/03/2020,4427527005,541110,21st Century Bank,21st Century Bank
"OUACHITA LUMBER OF UNION PARISH, INC.",300 BRASHER LANE,WEST MONROE,LA,201827.5,Paid in Full,04/09/2020,9447437002,321912,Century Next Bank,Century Next Bank
"READING EMERGENCY UNIT #1, INC",30 Monroe St,HILLSDALE,MI,201400.0,Paid in Full,04/15/2020,1130137208,621910,Century Bank and Trust,Century Bank and Trust
DAVID H FELL CO INC,6009 Bandini Blvd,Commerce,CA,201151.94,Paid in Full,04/29/2020,4399487302,331492,Century Bank,Century Bank
1660 UNIVERSITY LLC,4239 Balloon Park Rd NE Ste A,Albuquerque,NM,200931.5,Paid in Full,02/17/2021,9411838401,721110,Century Bank,Century Bank
"LIFECARE OF FLORIDA, LLC",7777 N. University Drive Suite 101 South,TAMARAC,FL,200905.0,Paid in Full,04/27/2020,4441927210,621399,U.S. Century Bank,U.S. Century Bank
GRILL AT EL GANCHO LLC,104B Old Las Vegas Hwy,Santa Fe,NM,200742.0,Paid in Full,02/18/2021,1225758510,722511,Century Bank,Century Bank
CNC ELECTRICAL LLC,531 N Jefferson St NE,Milledgeville,GA,200605.0,Paid in Full,04/09/2020,9957817009,441310,Century Bank & Trust,Century Bank & Trust
ARMSTRONG ELECTRIC INC.,4760 Noble Dr E,Mobile,AL,200109.0,Paid in Full,01/21/2021,3196878303,238210,Century Bank,Century Bank
ARMSTRONG ELECTRIC INC,4760 Noble Dr East,MOBILE,AL,200109.0,Paid in Full,04/27/2020,6028427208,238210,Century Bank,Century Bank
"BLUE GINGER SEAFOOD & STEAKHOUSE, INC,",14395 MIRAMAR PKWY,MIRAMAR,FL,200067.0,Paid in Full,05/07/2020,3541687409,722511,U.S. Century Bank,U.S. Century Bank
PTF INDUSTRIAL COATINGS INC.,245 West 74th Place,HIALEAH,FL,200000.0,Paid in Full,04/11/2020,3123267104,325510,U.S. Century Bank,U.S. Century Bank
"MCNAB & MCNAB ENTERPRISES PB, INC",1020 Malabar Rd SE,PALM BAY,FL,199817.5,Paid in Full,04/15/2020,1012117201,722511,Century Bank,Century Bank
CARLINO CORPORATION,58 S Federal Pl,Santa Fe,NM,199640.0,Paid in Full,01/23/2021,4170828306,722511,Century Bank,Century Bank
CAPSICUM GROUP LLC,807 Dorsey Street,GAINESVILLE,GA,199402.85,Paid in Full,04/15/2020,1374577207,541618,First Century Bank National Association,First Century Bank National Association
"CEPCO MANAGEMENT SERVICES, LLC",807 Dorsey Street,GAINESVILLE,GA,198925.44,Paid in Full,04/29/2020,4017887310,531311,First Century Bank National Association,First Century Bank National Association
INKPRESSIONS LLC,3175  Martin Parkway,COMMERCE TOWNSHIP,MI,198900.0,Paid in Full,04/04/2020,4697797005,323111,Century Bank and Trust,Century Bank and Trust
